seed	depth	tool	setting	truth_scope	scoring_unit	truth_gene	pred_gene	TP	FP	FN	precision	recall	F1	unmapped_tx	tied_best_tx
106	10x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	101	15	4	11	97	0.26666666666666666	0.039603960396039604	0.06896551724137931	NA	NA
106	10x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	145	257	138	119	7	0.5369649805447471	0.9517241379310345	0.6865671641791045	0	0
106	10x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	24	7	2	5	22	0.2857142857142857	0.08333333333333333	0.12903225806451613	NA	NA
106	10x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	24	23	9	14	15	0.391304347826087	0.375	0.3829787234042553	NA	NA
106	25x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	101	92	92	0	9	1	0.9108910891089109	0.9533678756476683	NA	NA
106	25x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	101	55	13	42	88	0.23636363636363636	0.12871287128712872	0.16666666666666666	NA	NA
106	25x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	101	21	7	14	94	0.3333333333333333	0.06930693069306931	0.11475409836065574	NA	NA
106	25x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	145	257	138	119	7	0.5369649805447471	0.9517241379310345	0.6865671641791045	1	0
106	25x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	24	7	2	5	22	0.2857142857142857	0.08333333333333333	0.12903225806451613	NA	NA
106	25x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	24	25	10	15	14	0.4	0.4166666666666667	0.40816326530612246	NA	NA
106	50x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	101	96	96	0	5	1	0.9504950495049505	0.9746192893401016	NA	NA
106	50x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	101	70	18	52	83	0.2571428571428571	0.1782178217821782	0.21052631578947367	NA	NA
106	50x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	101	25	10	15	91	0.4	0.09900990099009901	0.15873015873015872	NA	NA
106	50x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	145	258	139	119	6	0.5387596899224806	0.9586206896551724	0.6898263027295285	1	0
106	50x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	24	13	3	10	21	0.23076923076923078	0.125	0.16216216216216217	NA	NA
106	50x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	24	26	10	16	14	0.38461538461538464	0.4166666666666667	0.4	NA	NA
106	100x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	101	99	99	0	2	1	0.9801980198019802	0.99	NA	NA
106	100x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	101	107	23	84	78	0.21495327102803738	0.22772277227722773	0.22115384615384615	NA	NA
106	100x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	101	29	13	16	88	0.4482758620689655	0.12871287128712872	0.2	NA	NA
106	100x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	145	258	139	119	6	0.5387596899224806	0.9586206896551724	0.6898263027295285	1	0
106	100x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	24	13	3	10	21	0.23076923076923078	0.125	0.16216216216216217	NA	NA
106	100x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	24	25	11	14	13	0.44	0.4583333333333333	0.4489795918367347	NA	NA
107	5x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	131	79	79	0	52	1	0.6030534351145038	0.7523809523809524	NA	NA
107	5x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	131	26	7	19	124	0.2692307692307692	0.05343511450381679	0.08917197452229299	NA	NA
107	5x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	131	12	9	3	122	0.75	0.06870229007633588	0.1258741258741259	NA	NA
107	5x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	160	301	153	148	7	0.5083056478405316	0.95625	0.6637744034707158	0	0
107	5x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	35	15	8	7	27	0.5333333333333333	0.22857142857142856	0.32	NA	NA
107	5x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	35	23	12	11	23	0.5217391304347826	0.34285714285714286	0.41379310344827586	NA	NA
107	10x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	131	97	97	0	34	1	0.7404580152671756	0.8508771929824561	NA	NA
107	10x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	131	41	10	31	121	0.24390243902439024	0.07633587786259542	0.11627906976744186	NA	NA
107	10x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	131	15	10	5	121	0.6666666666666666	0.07633587786259542	0.136986301369863	NA	NA
107	10x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	160	302	154	148	6	0.5099337748344371	0.9625	0.6666666666666666	0	0
107	10x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	35	17	7	10	28	0.4117647058823529	0.2	0.2692307692307692	NA	NA
107	10x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	35	23	14	9	21	0.6086956521739131	0.4	0.4827586206896552	NA	NA
107	25x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	131	117	117	0	14	1	0.8931297709923665	0.9435483870967742	NA	NA
107	25x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	131	62	18	44	113	0.2903225806451613	0.13740458015267176	0.18652849740932642	NA	NA
107	25x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	131	19	13	6	118	0.6842105263157895	0.09923664122137404	0.17333333333333334	NA	NA
107	25x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	160	304	156	148	4	0.5131578947368421	0.975	0.6724137931034483	0	0
107	25x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	35	15	6	9	29	0.4	0.17142857142857143	0.24	NA	NA
107	25x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	35	25	13	12	22	0.52	0.37142857142857144	0.43333333333333335	NA	NA
107	50x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	131	121	121	0	10	1	0.9236641221374046	0.9603174603174603	NA	NA
107	50x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	131	90	23	67	108	0.25555555555555554	0.17557251908396945	0.2081447963800905	NA	NA
107	50x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	131	21	14	7	117	0.6666666666666666	0.10687022900763359	0.18421052631578946	NA	NA
107	50x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	160	304	156	148	4	0.5131578947368421	0.975	0.6724137931034483	0	0
107	50x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	35	19	7	12	28	0.3684210526315789	0.2	0.25925925925925924	NA	NA
107	50x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	35	26	13	13	22	0.5	0.37142857142857144	0.4262295081967213	NA	NA
107	100x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	131	127	127	0	4	1	0.9694656488549618	0.9844961240310077	NA	NA
107	100x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	131	122	31	91	100	0.2540983606557377	0.2366412213740458	0.2450592885375494	NA	NA
107	100x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	131	25	16	9	115	0.64	0.12213740458015267	0.20512820512820512	NA	NA
107	100x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	160	304	156	148	4	0.5131578947368421	0.975	0.6724137931034483	0	0
107	100x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	35	18	7	11	28	0.3888888888888889	0.2	0.2641509433962264	NA	NA
107	100x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	35	27	14	13	21	0.5185185185185185	0.4	0.45161290322580644	NA	NA
108	5x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	116	78	78	0	38	1	0.6724137931034483	0.8041237113402062	NA	NA
108	5x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	116	24	5	19	111	0.20833333333333334	0.04310344827586207	0.07142857142857142	NA	NA
108	5x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	116	14	9	5	107	0.6428571428571429	0.07758620689655173	0.13846153846153847	NA	NA
108	5x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	159	294	152	142	7	0.5170068027210885	0.9559748427672956	0.6710816777041942	0	0
108	5x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	19	11	1	10	18	0.09090909090909091	0.05263157894736842	0.06666666666666667	NA	NA
108	5x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	19	20	4	16	15	0.2	0.21052631578947367	0.20512820512820512	NA	NA
108	10x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	116	89	89	0	27	1	0.7672413793103449	0.8682926829268293	NA	NA
108	10x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	116	35	8	27	108	0.22857142857142856	0.06896551724137931	0.10596026490066225	NA	NA
108	10x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	116	17	11	6	105	0.6470588235294118	0.09482758620689655	0.16541353383458646	NA	NA
108	10x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	159	294	152	142	7	0.5170068027210885	0.9559748427672956	0.6710816777041942	0	0
108	10x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	19	15	2	13	17	0.13333333333333333	0.10526315789473684	0.11764705882352941	NA	NA
108	10x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	19	20	5	15	14	0.25	0.2631578947368421	0.2564102564102564	NA	NA
108	25x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	116	99	99	0	17	1	0.853448275862069	0.9209302325581395	NA	NA
108	25x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	116	61	15	46	101	0.2459016393442623	0.12931034482758622	0.1694915254237288	NA	NA
108	25x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	116	18	12	6	104	0.6666666666666666	0.10344827586206896	0.1791044776119403	NA	NA
108	25x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	159	295	153	142	6	0.5186440677966102	0.9622641509433962	0.6740088105726872	0	0
108	25x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	19	17	1	16	18	0.058823529411764705	0.05263157894736842	0.05555555555555555	NA	NA
108	25x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	19	23	5	18	14	0.21739130434782608	0.2631578947368421	0.23809523809523808	NA	NA
108	50x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	116	108	108	0	8	1	0.9310344827586207	0.9642857142857143	NA	NA
108	50x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	116	89	22	67	94	0.24719101123595505	0.1896551724137931	0.2146341463414634	NA	NA
108	50x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	116	20	13	7	103	0.65	0.11206896551724138	0.19117647058823528	NA	NA
108	50x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	159	296	154	142	5	0.5202702702702703	0.9685534591194969	0.676923076923077	0	0
108	50x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	19	23	3	20	16	0.13043478260869565	0.15789473684210525	0.14285714285714285	NA	NA
108	50x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	19	23	5	18	14	0.21739130434782608	0.2631578947368421	0.23809523809523808	NA	NA
108	100x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	116	111	111	0	5	1	0.9568965517241379	0.9779735682819384	NA	NA
108	100x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	116	125	30	95	86	0.24	0.25862068965517243	0.24896265560165975	NA	NA
108	100x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	116	24	15	9	101	0.625	0.12931034482758622	0.21428571428571427	NA	NA
108	100x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	159	296	154	142	5	0.5202702702702703	0.9685534591194969	0.676923076923077	0	0
108	100x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	19	21	3	18	16	0.14285714285714285	0.15789473684210525	0.15	NA	NA
108	100x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	19	24	6	18	13	0.25	0.3157894736842105	0.27906976744186046	NA	NA
109	5x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	125	82	81	1	44	0.9878048780487805	0.648	0.782608695652174	NA	NA
109	5x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	125	15	3	12	122	0.2	0.024	0.04285714285714286	NA	NA
109	5x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	125	14	9	5	116	0.6428571428571429	0.072	0.12949640287769784	NA	NA
109	5x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	164	307	159	148	5	0.5179153094462541	0.9695121951219512	0.6751592356687898	0	0
109	5x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	21	10	4	6	17	0.4	0.19047619047619047	0.25806451612903225	NA	NA
109	5x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	21	12	5	7	16	0.4166666666666667	0.23809523809523808	0.30303030303030304	NA	NA
109	10x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	125	94	94	0	31	1	0.752	0.8584474885844748	NA	NA
109	10x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	125	28	5	23	120	0.17857142857142858	0.04	0.06535947712418301	NA	NA
109	10x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	125	17	10	7	115	0.5882352941176471	0.08	0.14084507042253522	NA	NA
109	10x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	164	307	159	148	5	0.5179153094462541	0.9695121951219512	0.6751592356687898	0	0
109	10x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	21	13	5	8	16	0.38461538461538464	0.23809523809523808	0.29411764705882354	NA	NA
109	10x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	21	17	5	12	16	0.29411764705882354	0.23809523809523808	0.2631578947368421	NA	NA
109	25x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	125	108	108	0	17	1	0.864	0.927038626609442	NA	NA
109	25x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	125	59	11	48	114	0.1864406779661017	0.088	0.11956521739130435	NA	NA
109	25x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	125	23	12	11	113	0.5217391304347826	0.096	0.16216216216216217	NA	NA
109	25x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	164	307	159	148	5	0.5179153094462541	0.9695121951219512	0.6751592356687898	0	0
109	25x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	21	13	6	7	15	0.46153846153846156	0.2857142857142857	0.35294117647058826	NA	NA
109	25x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	21	15	7	8	14	0.4666666666666667	0.3333333333333333	0.3888888888888889	NA	NA
109	50x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	125	114	114	0	11	1	0.912	0.9539748953974896	NA	NA
109	50x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	125	99	17	82	108	0.1717171717171717	0.136	0.15178571428571427	NA	NA
109	50x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	125	28	12	16	113	0.42857142857142855	0.096	0.1568627450980392	NA	NA
109	50x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	164	307	159	148	5	0.5179153094462541	0.9695121951219512	0.6751592356687898	0	0
109	50x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	21	15	6	9	15	0.4	0.2857142857142857	0.3333333333333333	NA	NA
109	50x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	21	14	7	7	14	0.5	0.3333333333333333	0.4	NA	NA
109	100x	TEDDY	original	expressed_TE_chimeric	assigned_host_gene_name	125	118	118	0	7	1	0.944	0.9711934156378601	NA	NA
109	100x	Arriba	final+discarded;support>=1	expressed_TE_chimeric	assigned_host_gene_name	125	147	25	122	100	0.17006802721088435	0.2	0.18382352941176472	NA	NA
109	100x	ChimeraTE	overlap=0.10;fwd+rf_union;per_sample	expressed_TE_chimeric	assigned_host_gene_name	125	30	13	17	112	0.43333333333333335	0.104	0.16774193548387098	NA	NA
109	100x	FREDY	all_transcript_TE50_preCDS	expressed_TE50_unstranded	assigned_host_gene_name	164	307	159	148	5	0.5179153094462541	0.9695121951219512	0.6751592356687898	0	0
109	100x	LIONS	simuOptimal	expressed_5prime_exon_TE	assigned_host_gene_name	21	17	6	11	15	0.35294117647058826	0.2857142857142857	0.3157894736842105	NA	NA
109	100x	TEProf2	simulation_dictionary_adapter	expressed_5prime_exon_TE	assigned_host_gene_name	21	13	7	6	14	0.5384615384615384	0.3333333333333333	0.4117647058823529	NA	NA
