final_calls	rep1_calls	rep2_calls	rep3_calls	rep4_calls	rep1_genes	rep2_genes	rep3_genes	rep4_genes	union_genes	at_least_2_reps	at_least_3_reps	all_4_reps
6395	1488	1531	1881	1495	1159	1170	1446	1204	2769	1128	690	392
